"ptrOffset"	"ptrBytes"	"strOffset"	"strBytes"	"strText"	"translation"
"0001A124"	"190D"	"0001B91D"	"26 41 221 245 80 100 41 21 24 198 14 19 6 0 22 56 57 38 42 254 21 22 40 192 0 43 34 54 19 205 29 1"	"このデパートのおくじょうを　かりるには
おかねが　ひつようです。"	""
"0001A126"	"192E"	"0001B93E"	"21 22 40 6 32 50 35 0 47 32 23 35 24 202 27 18 1"	"おかねをためて　またきてください。"	""
"0001A128"	"1940"	"0001B950"	"205 42 0 87 76 125 248 80 125 41 30 18 26 19 6 254 21 18 41 56 28 47 29 1 0 32 24 27 61 0 21 23 12 24 6 254 17 34 50 35 24 202 27 18 1"	"では　キャンペーンのせいこうを
おいのりします。　たくさん　おきゃくを
あつめてください。"	""
"0001A12A"	"196E"	"0001B97E"	"18 59 18 59 37 43 36 192 0 60 32 28 41 26 36 6 254 48 35 24 58 57 185 185 185 1 0 192 61 224 55 37 24 15 33 12 1"	"いろいろなひとが　わたしのことを
みてくれる・・・。　がんばらなくっちゃ。"	""
"0001A12C"	"1994"	"0001B9A4"	"87 76 125 248 80 125 42 0 30 18 26 19 28 47 28 32 65 254 27 15 31 24 0 247 123 218 88 92 78 125 38 0 51 206 15 35 254 46 19 26 24 28 47 28 14 19 65"	"キャンペーンは　せいこうしました！
さっそく　プロダクションに　もどって
ほうこくしましょう！"	""
"0001A12E"	"19C4"	"0001B9D4"	"54 24 192 61 224 15 32 40 1 254 26 58 22 55 51 192 61 224 15 35 24 58 32 47 20 1"	"よくがんばったね。
これからもがんばってくれたまえ。"	""
"0001A130"	"19DF"	"0001B9EF"	"111 82 88 6 0 35 38 18 58 32 1"	"マイクを　てにいれた。"	""
"0001A132"	"19EB"	"0001B9FB"	"99 122 230 23 14 24 41 0 19 32 224 61 194 48 22 55 254 28 13 34 20 61 18 55 18 192 0 23 35 18 57 54 1"	"テレビきょくの　うたばんぐみから
しゅつえんいらいが　きているよ。"	""
"0001A134"	"1A0D"	"0001BA1D"	"99 122 230 42 0 21 21 24 41 43 36 192 0 48 35 18 57 61 202 1 254 23 48 41 0 195 61 23 41 54 27 6 0 81 246 80 121 28 54 19 1"	"テレビは　おおくのひとが　みているんだ。
きみの　げんきのよさを　アピールしよう。"	""
"0001A136"	"1A37"	"0001BA47"	"34 18 38 52 15 32 40 65 0 99 122 230 23 14 24 22 55 254 28 13 34 20 61 18 55 18 192 0 23 32 31 19 198 12 37 18 22 1"	"ついにやったね！　テレビきょくから
しゅつえんいらいが　きたそうじゃないか。"	""
"0001A138"	"1A5E"	"0001BA6E"	"22 61 25 18 28 12 18 192 18 42 0 42 18 58 47 30 61 54 1"	"かんけいしゃいがいは　はいれませんよ。"	""
"0001A13A"	"1A72"	"0001BA82"	"185 185 185 185 185 1"	"・・・・・。"	""
"0001A13C"	"1A79"	"0001BA89"	"17 15 0 196 50 61 37 27 18 65 0 21 25 192 42 143 254 17 32 28 15 35 0 222 214 202 22 55 185 185 185 1"	"あっ　ごめんなさい！　おけがは？
あたしって　ドジだから・・・。"	""
"0001A13E"	"1A9A"	"0001BAAA"	"42 198 50 35 41 0 99 122 230 28 13 34 20 61 1 0 28 15 240 18 254 28 35 51 0 26 19 22 18 28 37 18 54 19 38 0 60 32 28 41 254 29 227 35 41 21 51 18 6 26 50 35 0 19 32 60 37 23 12 65"	"はじめての　テレビしゅつえん。　しっぱい
しても　こうかいしないように　わたしの
すべてのおもいをこめて　うたわなきゃ！"	""
"0001A140"	"1AD7"	"0001BAE7"	"46 61 224 61 42 18 56 47 29 65 254 93 96 125 229 82 21 40 192 18 28 47 29 1"	"ほんばんはいります！
スタンバイおねがいします。"	""
"0001A142"	"1AF0"	"0001BB00"	"99 122 230 23 14 24 41 0 93 96 79 108 6 254 47 61 201 24 27 30 35 24 202 27 18 1"	"テレビきょくの　スタッフを
まんぞくさせてください。"	""
"0001A144"	"1B0B"	"0001BB1B"	"21 21 24 41 43 36 192 0 99 122 230 6 48 35 18 57 36 254 21 51 19 36 0 23 61 33 14 19 29 57 25 58 206 0 28 15 240 18 254 28 37 18 54 19 38 0 192 61 224 55 37 24 15 33 12 65"	"おおくのひとが　テレビをみていると
おもうと　きんちょうするけれど　しっぱい
しないように　がんばらなくっちゃ！"	""
"0001A146"	"1B44"	"0001BB54"	"21 34 22 58 27 47 205 28 32 1"	"おつかれさまでした。"	""
"0001A148"	"1B4F"	"0001BB5F"	"26 61 206 0 21 21 51 41 247 123 221 77 80 91 80 41 254 112 79 88 185 123 80 111 125 192 0 36 19 23 14 19 38 254 24 57 55 28 18 54 1"	"こんど　おおものプロデューサーの
ミック・ローマンが　とうきょうに
くるらしいよ。"	""
"0001A14A"	"1B79"	"0001BB89"	"43 14 15 36 28 32 55 0 206 26 22 41 0 99 122 230 23 14 24 205 254 247 123 221 77 80 91 80 38 0 17 20 57 22 51 28 58 37 18 54 1 254 36 38 22 24 0 247 123 218 88 92 78 125 38 51 206 56 37 1"	"ひょっとしたら　どこかの　テレビきょくで
プロデューサーに　あえるかもしれないよ。
とにかく　プロダクションにもどりな。"	""
"0001A14C"	"1BB6"	"0001BBC6"	"17 37 32 41 37 47 20 0 21 228 20 35 21 23 47 28 14 19 1"	"あなたのなまえ　おぼえておきましょう。"	""
"0001A14E"	"1BCA"	"0001BBDA"	"26 61 206 42 0 36 19 23 14 19 41 0 99 122 230 23 14 24 22 55 254 28 13 34 20 61 18 55 18 202 201 1 254 36 19 23 14 19 205 51 0 192 61 224 15 35 24 58 1"	"こんどは　とうきょうの　テレビきょくから
しゅつえんいらいだぞ。
とうきょうでも　がんばってくれ。"	""
"0001A150"	"1BFC"	"0001BC0C"	"198 34 42 0 21 21 51 41 247 123 221 77 80 91 80 0 112 79 88 185 254 123 80 111 125 192 0 29 205 38 0 38 46 61 38 0 23 35 254 18 32 41 205 29 1"	"じつは　おおものプロデューサー　ミック・
ローマンが　すでに　にほんに　きて
いたのです。"	""
"0001A152"	"1C2A"	"0001BC3A"	"112 79 88 41 0 50 38 22 37 20 224 0 202 18 93 96 80 254 47 33 192 18 37 28 202 1 0 26 58 42 0 28 12 33 14 19 22 55 254 17 199 22 15 35 18 32 0 88 80 249 125 25 61 202 1"	"ミックの　めにかなえば　だいスター
まちがいなしだ。　これは　しゃちょうから
あずかっていた　クーポンけんだ。"	""
"0001A154"	"1C62"	"0001BC72"	"88 80 249 125 25 61 6 0 35 38 18 58 32 1"	"クーポンけんを　てにいれた。"	""
"0001A156"	"1C71"	"0001BC81"	"19 60 27 38 54 58 224 0 112 79 88 38 42 0 29 205 38 254 50 6 34 25 32 0 22 28 13 192 0 18 57 61 202 15 35 1"	"うわさによれば　ミックには　すでに
めをつけた　かしゅが　いるんだって。"	""
"0001A158"	"1C96"	"0001BCA6"	"21 21 51 41 247 123 221 77 80 91 80 41 0 112 79 88 192 254 26 41 99 122 230 23 14 24 38 0 23 35 18 57 61 205 29 54 1"	"おおものプロデューサーの　ミックが
このテレビきょくに　きているんですよ。"	""
"0001A15A"	"1CBC"	"0001BCCC"	"112 79 88 38 0 23 38 18 15 35 51 55 19 38 42 254 224 61 194 48 6 0 51 56 17 195 57 28 22 37 18 202 59 19 40 1"	"ミックに　きにいってもらうには
ばんぐみを　もりあげるしかないだろうね。"	""
"0001A15C"	"1CE1"	"0001BCF1"	"23 14 19 42 0 25 61 192 24 28 12 192 0 21 21 18 22 55 254 19 61 192 54 25 58 224 0 224 61 194 48 6 0 51 56 17 195 57 254 26 36 192 0 205 23 57 54 1"	"きょうは　けんがくしゃが　おおいから
うんがよければ　ばんぐみを　もりあげる
ことが　できるよ。"	""
"0001A15E"	"1D12"	"0001BD22"	"22 40 35 22 55 0 17 37 32 41 119 82 229 121 36 254 18 60 58 35 18 57 0 32 49 55 0 20 48 26 27 61 36 254 18 15 28 14 38 0 28 13 34 20 61 28 35 18 32 202 23 47 29 1"	"かねてから　あなたのライバルと
いわれている　たむら　えみこさんと
いっしょに　しゅつえんしていただきます。"	""
"0001A160"	"1D49"	"0001BD59"	"21 44 32 56 36 51 0 192 61 224 15 35 0 224 61 194 48 6 254 51 56 17 195 35 24 202 27 18 1 254 31 58 205 42 0 46 61 224 61 38 0 42 18 56 47 29 65"	"おふたりとも　がんばって　ばんぐみを
もりあげてください。
それでは　ほんばんに　はいります！"	""
"0001A162"	"1D79"	"0001BD89"	"23 14 19 42 0 25 61 192 24 28 12 51 0 23 35 18 57 41 205 254 224 61 194 48 6 0 51 56 17 195 35 24 202 27 18 1"	"きょうは　けんがくしゃも　きているので
ばんぐみを　もりあげてください。"	""
"0001A164"	"1D9E"	"0001BDAE"	"119 82 229 121 38 42 0 47 25 55 58 37 18 60 65"	"ライバルには　まけられないわ！"	""
"0001A166"	"1DAE"	"0001BDBE"	"27 29 192 205 29 40 1 0 26 41 60 32 28 192 50 6 34 25 32 254 202 25 17 15 35 0 29 224 55 28 18 0 22 28 13 202 1 254 198 34 42 0 44 24 21 22 41 0 99 122 230 23 14 24 205"	"さすがですね。　このわたしがめをつけた
だけあって　すばらしい　かしゅだ。
じつは　ふくおかの　テレビきょくで"	""
"0001A168"	"1DE6"	"0001BDF6"	"17 15 35 22 55 0 17 37 32 38 50 6 34 25 35 18 32 41 202 1 254 17 37 32 27 20 54 25 58 224 0 60 32 28 36 18 15 28 14 38 254 81 114 120 86 38 0 18 23 47 28 14 19 1"	"あってから　あなたにめをつけていたのだ。
あなたさえよければ　わたしといっしょに
アメリカに　いきましょう。"	""
"0001A16A"	"1E1D"	"0001BE2D"	"192 61 224 15 35 0 93 96 80 38 37 15 35 24 202 27 18 1"	"がんばって　スターになってください。"	""
"0001A16C"	"1E30"	"0001BE40"	"34 193 41 23 14 24 42 0 23 15 36 107 79 100 28 47 29 54 1 254 36 56 17 20 199 0 247 123 218 88 92 78 125 41 36 19 23 14 19 254 46 61 28 12 45 0 18 15 35 24 202 27 18 1"	"つぎのきょくは　きっとヒットしますよ。
とりあえず　プロダクションのとうきょう
ほんしゃへ　いってください。"	""
"0001A16E"	"1E67"	"0001BE77"	"112 79 88 38 0 247 123 221 77 80 93 28 35 51 55 15 35 51 254 19 32 192 19 47 24 37 25 58 224 0 23 225 28 18 54 1"	"ミックに　プロデュースしてもらっても
うたがうまくなければ　きびしいよ。"	""
"0001A170"	"1E8C"	"0001BE9C"	"22 28 13 42 0 19 32 192 18 41 33 205 29 1 254 34 193 41 23 14 24 205 0 28 15 240 18 28 32 55 0 38 206 36 254 19 58 37 24 37 15 35 0 28 47 19 54 1"	"かしゅは　うたがいのちです。
つぎのきょくで　しっぱいしたら　にどと
うれなくなって　しまうよ。"	""
"0001A172"	"1EBD"	"0001BECD"	"122 90 80 221 72 125 210 93 96 214 85 41 43 36 38 0 111 82 88 6 254 48 30 57 36 0 93 96 214 85 6 0 22 28 35 24 58 36 254 21 51 19 54 1"	"レコーディングスタジオのひとに　マイクを
みせると　スタジオを　かしてくれと
おもうよ。"	""
"0001A174"	"1EEA"	"0001BEFA"	"22 28 13 38 36 15 35 0 22 28 14 19 56 14 24 51 254 32 18 30 34 202 25 206 0 18 28 14 19 51 0 202 18 198 202 36 254 21 51 19 54 1"	"かしゅにとって　かしょうりょくも
たいせつだけど　いしょうも　だいじだと
おもうよ。"	""
"0001A176"	"1F15"	"0001BF25"	"51 15 36 0 53 19 50 18 38 37 15 32 55 0 90 125 91 80 100 6 254 43 55 26 19 40 1 0 32 41 28 48 38 28 35 18 57 54 1"	"もっと　ゆうめいになったら　コンサートを
ひらこうね。　たのしみにしているよ。"	""
"0001A178"	"1F3D"	"0001BF4D"	"90 125 91 80 100 29 57 37 55 0 93 99 80 214 18 28 14 19 6 254 22 61 192 20 37 18 36 40 1"	"コンサートするなら　ステージいしょうを
かんがえないとね。"	""
"0001A17A"	"1F5B"	"0001BF6B"	"38 46 61 22 55 0 23 32 15 35 143 0 51 28 22 28 35 23 48 42 254 211 82 92 76 202 59 65 0 17 32 15 32 143"	"にほんから　きたって？　もしかしてきみは
ゲイシャだろ！　あたった？"	""
"0001A17C"	"1F7E"	"0001BF8E"	"26 41 24 38 205 0 122 90 80 221 72 125 210 29 57 41 22 18 143 254 198 34 56 14 24 192 37 18 36 0 28 15 240 18 29 57 200 1"	"このくにで　レコーディングするのかい？
じつりょくがないと　しっぱいするぜ。"	""
"0001A17E"	"1FA5"	"0001BFB5"	"26 41 24 38 42 0 43 36 224 61 205 0 93 96 80 38 37 58 57 254 81 114 120 86 125 222 120 80 113 15 35 18 19 41 192 254 17 57 22 55 40 1 0 192 61 224 15 35 40 1"	"このくには　ひとばんで　スターになれる
アメリカンドリームっていうのが
あるからね。　がんばってね。"	""
"0001A180"	"1FD8"	"0001BFE8"	"60 197 60 197 0 26 41 24 38 47 205 23 35 122 90 80 221 72 125 210 254 29 57 37 61 35 0 51 41 199 23 37 0 52 34 202 37 1"	"わざわざ　このくにまできてレコーディング
するなんて　ものずきな　やつだな。"	""
"0001A182"	"1FFF"	"0001C00F"	"112 79 88 192 34 58 35 23 32 0 22 28 13 15 35 0 23 48 143 254 51 15 36 0 225 198 61 22 36 0 21 51 15 32 1"	"ミックがつれてきた　かしゅって　きみ？
もっと　びじんかと　おもった。"	""
"0001A184"	"2023"	"0001C033"	"112 79 88 41 50 38 0 22 37 19 37 61 35 0 119 79 87 80 37 254 21 61 37 41 26 202 1"	"ミックのめに　かなうなんて　ラッキーな
おんなのこだ。"	""
"0001A186"	"203F"	"0001C04F"	"26 41 24 38 41 43 36 42 0 214 78 80 88 192 0 29 23 205 40 1 254 122 90 80 221 72 125 210 93 96 79 108 38 0 23 41 23 18 32 254 214 78 80 88 6 36 224 29 36 0 48 61 37 105 79 35 24 57 54 1"	"このくにのひとは　ジョークが　すきでね。
レコーディングスタッフに　きのきいた
ジョークをとばすと　みんなノッてくるよ。"	""
"0001A188"	"207C"	"0001C08C"	"29 205 38 0 23 14 24 52 0 22 28 42 0 205 23 35 18 57 54 1 254 27 7 0 122 90 80 221 72 125 210 93 96 214 85 45 0 18 26 19 65"	"すでに　きょくや　かしは　できているよ。
さぁ　レコーディングスタジオへ　いこう！"	""
"0001A18A"	"20A6"	"0001C0B6"	"23 48 192 0 22 28 13 202 15 35 143 254 37 38 22 0 22 28 13 202 36 18 19 28 14 19 26 205 51 254 17 57 41 22 18 143"	"きみが　かしゅだって？
なにか　かしゅだというしょうこでも
あるのかい？"	""
"0001A18C"	"20CB"	"0001C0DB"	"93 96 214 85 41 28 54 19 56 14 19 36 28 35 254 132 128 128 128 128 128 127 0 18 32 202 23 47 29 192 254 54 59 28 18 205 29 22 143"	"スタジオのしようりょうとして
４０００００円　いただきますが
よろしいですか？"	""
"0001A18E"	"20F3"	"0001C103"	"26 41 93 96 214 85 42 0 32 202 205 42 0 22 56 58 37 18 54 1"	"このスタジオは　ただでは　かりれないよ。"	""
"0001A190"	"2108"	"0001C118"	"21 22 40 6 32 50 35 0 205 37 21 28 35 23 37 1"	"おかねをためて　でなおしてきな。"	""
"0001A192"	"2119"	"0001C129"	"26 41 122 90 80 221 72 125 210 38 0 28 15 240 18 28 32 55 254 22 28 13 6 52 50 57 24 55 18 41 22 24 196 205 0 52 59 19 65"	"このレコーディングに　しっぱいしたら
かしゅをやめるくらいのかくごで　やろう！"	""
"0001A194"	"2141"	"0001C151"	"112 79 88 52 0 122 90 80 221 72 125 210 93 96 79 108 6 254 47 61 201 24 27 30 35 24 202 27 18 1"	"ミックや　レコーディングスタッフを
まんぞくさせてください。"	""
"0001A196"	"2160"	"0001C170"	"247 123 221 77 80 93 28 35 24 58 57 0 112 79 88 27 61 41 254 32 50 38 51 0 192 61 224 55 37 24 15 33 12 65"	"プロデュースしてくれる　ミックさんの
ためにも　がんばらなくっちゃ！"	""
"0001A198"	"2183"	"0001C193"	"54 24 52 15 32 65 26 41 19 32 42 38 61 23 101 125 229 80 124 125 254 47 33 192 18 37 28 202 1 0 27 7 0 18 33 206 60 32 28 41 254 198 49 28 14 38 0 51 206 56 47 28 14 19 1"	"よくやった！このうたはにんきナンバーワン
まちがいなしだ。　さぁ　いちどわたしの
じむしょに　もどりましょう。"	""
"0001A19A"	"21BB"	"0001C1CB"	"54 24 192 61 224 15 32 40 65 0 23 48 0 54 24 48 32 55 254 36 15 35 51 0 87 77 80 100 202 40 1"	"よくがんばったね！　きみ　よくみたら
とっても　キュートだね。"	""
"0001A19C"	"21DB"	"0001C1EB"	"26 41 0 28 61 23 14 24 42 0 17 37 32 41 29 227 35 41 254 21 51 18 192 0 34 47 15 35 18 47 29 40 1"	"この　しんきょくは　あなたのすべての
おもいが　つまっていますね。"	""
"0001A19E"	"21FD"	"0001C20D"	"81 114 120 86 6 205 57 47 20 38 0 53 19 50 18 221 213 82 101 80 254 81 80 88 185 123 82 116 80 38 17 15 35 48 35 42 143 0 22 58 41 254 93 99 80 214 18 28 14 19 42 0 33 14 19 18 33 56 13 19 202 1"	"アメリカをでるまえに　ゆうめいデザイナー
アーク・ロイヤーにあってみては？　かれの
ステージいしょうは　ちょういちりゅうだ。"	""
"0001A1A0"	"223C"	"0001C24C"	"27 7 0 36 19 23 14 19 41 0 247 123 218 88 92 78 125 38 254 51 206 59 19 1 0 93 96 80 36 28 35 41 0 28 196 36 42 254 26 58 22 55 202 1"	"さぁ　とうきょうの　プロダクションに
もどろう。　スターとしての　しごとは
これからだ。"	""
"0001A1A2"	"2269"	"0001C279"	"60 32 28 42 0 81 80 88 185 123 82 116 80 1 0 18 47 42 254 92 78 80 41 198 13 61 225 205 0 18 31 192 28 18 1 254 54 19 192 37 25 58 224 0 22 20 15 35 24 58 1"	"わたしは　アーク・ロイヤー。　いまは
ショーのじゅんびで　いそがしい。
ようがなければ　かえってくれ。"	""
"0001A1A4"	"229D"	"0001C2AD"	"106 125 229 80 208 80 42 0 60 32 28 41 0 202 18 26 19 226 34 65 254 37 38 143 93 99 80 214 18 28 14 19 192 46 28 18 143 31 58 37 55 254 26 58 42 206 19 202 143 0 23 48 38 246 79 96 120 202 201 1"	"ハンバーガーは　わたしの　だいこうぶつ！
なに？ステージいしょうがほしい？それなら
これはどうだ？　きみにピッタリだぞ。"	""
"0001A1A6"	"22DA"	"0001C2EA"	"46 61 55 18 0 92 78 80 38 34 22 19 51 41 205 0 19 15 32 56 254 205 23 37 18 41 202 192 0 106 125 229 80 208 80 41 21 58 18 202 1 254 134 128 128 128 128 128 127 205 0 206 19 202 40 143"	"ほんらい　ショーにつかうもので　うったり
できないのだが　ハンバーガーのおれいだ。
６０００００円で　どうだね？"	""
"0001A1A8"	"2313"	"0001C323"	"23 48 42 0 23 15 36 17 36 205 0 26 19 22 18 29 57 26 36 38 254 37 57 201 1"	"きみは　きっとあとで　こうかいすることに
なるぞ。"	""
"0001A1AA"	"232D"	"0001C33D"	"31 61 37 0 42 28 32 192 40 198 12 0 26 41 18 28 14 19 42 254 53 199 58 37 18 40 1"	"そんな　はしたがねじゃ　このいしょうは
ゆずれないね。"	""
"0001A1AC"	"2349"	"0001C359"	"26 61 206 41 90 125 91 80 100 38 0 60 32 28 41 18 28 14 19 6 254 23 35 24 58 54 65"	"こんどのコンサートに　わたしのいしょうを
きてくれよ！"	""
"0001A1AE"	"2365"	"0001C375"	"29 35 23 37 18 28 14 19 6 0 35 38 18 58 32 1"	"すてきないしょうを　てにいれた。"	""
"0001A1B0"	"2376"	"0001C386"	"26 61 206 42 0 23 48 41 0 90 125 91 80 100 6 254 36 19 23 14 19 205 0 52 59 19 36 21 51 15 35 18 57 1 254 36 38 22 24 0 192 61 224 59 19 65"	"こんどは　きみの　コンサートを
とうきょうで　やろうとおもっている。
とにかく　がんばろう！"	""
"0001A1B2"	"23A5"	"0001C3B5"	"90 125 91 80 100 29 57 37 55 0 222 80 113 23 13 19 198 14 19 192 254 18 18 36 21 51 19 54 1"	"コンサートするなら　ドームきゅうじょうが
いいとおもうよ。"	""
"0001A1B4"	"23C3"	"0001C3D3"	"90 125 91 80 100 205 0 108 71 125 6 41 30 57 38 42 254 81 80 88 185 123 82 116 80 22 55 35 38 18 58 32 254 29 35 23 37 18 28 14 19 6 34 22 19 61 202 1"	"コンサートで　ファンをのせるには
アーク・ロイヤーからてにいれた
すてきないしょうをつかうんだ。"	""
"0001A1B6"	"23F4"	"0001C404"	"90 125 91 80 100 33 13 19 0 18 59 18 59 0 106 247 102 125 210 192 254 21 26 57 25 206 0 36 33 13 19 205 0 38 195 202 29 26 36 42 254 205 23 37 18 54 1"	"コンサートちゅう　いろいろ　ハプニングが
おこるけど　とちゅうで　にげだすことは
できないよ。"	""
"0001A1B8"	"2424"	"0001C434"	"26 26 205 0 90 125 91 80 100 6 0 43 55 24 26 36 192 254 205 23 57 41 42 0 53 19 50 18 37 0 22 28 13 202 25 205 29 1"	"ここで　コンサートを　ひらくことが
できるのは　ゆうめいな　かしゅだけです。"	""
