"evPtrOffset"	"evType"	"evOffset"	"evPartOffset"	"codeBytes"	"codeData"	"linesUsed"	"strText"	"translation"
"0084"	"code"	"0846"	"084C"	"D0 0E"	"screenMode: high res, op: setPortrait = UpgradeShop"	""	""	""
"0084"	"code"	"0846"	"084E"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0084"	"text"	"0846"	"0850"	""	""	"96"	"なんですか、あなたは？
出ていって下さい。[1F]"	""
"0084"	"code"	"0846"	"0852"	"0F 00"	"exit"	""	""	""
"0084"	"code"	"0846"	"0854"	"30 02"	"skipNextOnBitCheck, bit 2 is clear on var 0x00"	""	""	""
"0084"	"code"	"0846"	"0856"	"60 11"	"skipCodes: 17 => 087A"	""	""	""
"0084"	"code"	"0846"	"0858"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0084"	"code"	"0846"	"085A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0084"	"text"	"0846"	"085C"	""	""	"97 98 66 99"	"ヒダリというマイストを探しているんだが、知らないか？[1F]"	""
"0084"	"code"	"0846"	"0864"	"D0 0E"	"screenMode: high res, op: setPortrait = UpgradeShop"	""	""	""
"0084"	"code"	"0846"	"0866"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0084"	"text"	"0846"	"0868"	""	""	"66 80 100 101 102 101 103 104"	"マイスト・ヒダリならウチの先生だけど、
ウチの先生はめったに人に会われないから、帰った方がいいと思うよ。[1F]"	""
"0084"	"code"	"0846"	"0878"	"0F 00"	"exit"	""	""	""
"0084"	"code"	"0846"	"087A"	"30 06"	"skipNextOnBitCheck, bit 6 is clear on var 0x00"	""	""	""
"0084"	"code"	"0846"	"087C"	"60 07"	"skipCodes: 7 => 088C"	""	""	""
"0084"	"code"	"0846"	"087E"	"D0 0E"	"screenMode: high res, op: setPortrait = UpgradeShop"	""	""	""
"0084"	"code"	"0846"	"0880"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0084"	"text"	"0846"	"0882"	""	""	"105 101 106 107"	"ここで油を売っていてもいいんですか？
ウチの先生のことだから、何か用事をいいつけたでしょう？
早いうちに言われた事をやっておいたほうがいいですよ。[1F]"	""
"0084"	"code"	"0846"	"088A"	"0F 00"	"exit"	""	""	""
"0084"	"code"	"0846"	"088C"	"30 08"	"skipNextOnBitCheck, bit 0 is clear on var 0x01"	""	""	""
"0084"	"code"	"0846"	"088E"	"60 0F"	"skipCodes: 15 => 08AE"	""	""	""
"0084"	"code"	"0846"	"0890"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0084"	"code"	"0846"	"0892"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0084"	"text"	"0846"	"0894"	""	""	"108"	"やぁ、クルーザーの改造が終わるまで、お邪魔するよ。[1F]"	""
"0084"	"code"	"0846"	"0896"	"D0 0E"	"screenMode: high res, op: setPortrait = UpgradeShop"	""	""	""
"0084"	"code"	"0846"	"0898"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0084"	"text"	"0846"	"089A"	""	""	"109 110 111 112"	"え、先生が仕事を始められたんですか？[1F]
しかし、あの気難しい先生が、自ら仕事をされるなんて、よほど貴方の事が気に入ったようですね。[1F]
_
先生の機嫌が悪い時は、私だって口をきいて貰えません。[1F]"	""
"0084"	"code"	"0846"	"08A2"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0084"	"code"	"0846"	"08A4"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0084"	"text"	"0846"	"08A6"	""	""	"113 114"	"ほう。[1F]筋金入りの頑固者だな。[1F]
そろそろ戻って見るとするか。[1F]"	""
"0084"	"code"	"0846"	"08AA"	"88 07"	"bitOps, set bit 7 on var 0x00"	""	""	""
"0084"	"code"	"0846"	"08AC"	"0F 00"	"exit"	""	""	""
"0084"	"code"	"0846"	"08AE"	"D0 0E"	"screenMode: high res, op: setPortrait = UpgradeShop"	""	""	""
"0084"	"code"	"0846"	"08B0"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0084"	"text"	"0846"	"08B2"	""	""	"115"	"あ？何か？[1F]"	""
"0088"	"code"	"08B4"	"08B4"	"38 00"	"skipNextOnBitCheck, bit 0 is set on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08B6"	"0F 00"	"exit"	""	""	""
"0088"	"code"	"08B4"	"08B8"	"30 01"	"skipNextOnBitCheck, bit 1 is clear on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08BA"	"60 07"	"skipCodes: 7 => 08CA"	""	""	""
"0088"	"code"	"08B4"	"08BC"	"88 01"	"bitOps, set bit 1 on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08BE"	"8A 31"	"bitOps, set bit 1 on var 0x46"	""	""	""
"0088"	"code"	"08B4"	"08C0"	"D0 63"	"screenMode: low res"	""	""	""
"0088"	"code"	"08B4"	"08C2"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0088"	"code"	"08B4"	"08C4"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0088"	"text"	"08B4"	"08C6"	""	""	"116"	"また性懲りもなく来おって！
悪党め！　成敗してくれる！[1F]"	""
"0088"	"code"	"08B4"	"08C8"	"7E 1F"	"control7, cCode: 14, value: 31: Start battle"	""	""	""
"0088"	"code"	"08B4"	"08CA"	"D0 32"	"screenMode: high res, op: setBackground = Spaceship Workshop"	""	""	""
"0088"	"code"	"08B4"	"08CC"	"30 02"	"skipNextOnBitCheck, bit 2 is clear on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08CE"	"60 01"	"skipCodes: 1 => 08D2"	""	""	""
"0088"	"code"	"08B4"	"08D0"	"20 45"	"sceneChange: 69 => 0118"	""	""	""
"0088"	"code"	"08B4"	"08D2"	"30 05"	"skipNextOnBitCheck, bit 5 is clear on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08D4"	"60 08"	"skipCodes: 8 => 08E6"	""	""	""
"0088"	"code"	"08B4"	"08D6"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0088"	"code"	"08B4"	"08D8"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0088"	"text"	"08B4"	"08DA"	""	""	"117 118 119 120 121"	"何をモタモタしとる！
はよう水星へ行ってコンテナを
持って来んか！[1F]"	""
"0088"	"code"	"08B4"	"08E4"	"0F 00"	"exit"	""	""	""
"0088"	"code"	"08B4"	"08E6"	"30 03"	"skipNextOnBitCheck, bit 3 is clear on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08E8"	"60 01"	"skipCodes: 1 => 08EC"	""	""	""
"0088"	"code"	"08B4"	"08EA"	"20 46"	"sceneChange: 70 => 011C"	""	""	""
"0088"	"code"	"08B4"	"08EC"	"30 04"	"skipNextOnBitCheck, bit 4 is clear on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08EE"	"60 05"	"skipCodes: 5 => 08FA"	""	""	""
"0088"	"code"	"08B4"	"08F0"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0088"	"code"	"08B4"	"08F2"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0088"	"text"	"08B4"	"08F4"	""	""	"122 123"	"じれったい奴じゃのう。
はよう地球へ行って来いというに。[1F]"	""
"0088"	"code"	"08B4"	"08F8"	"0F 00"	"exit"	""	""	""
"0088"	"code"	"08B4"	"08FA"	"30 06"	"skipNextOnBitCheck, bit 6 is clear on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"08FC"	"60 01"	"skipCodes: 1 => 0900"	""	""	""
"0088"	"code"	"08B4"	"08FE"	"20 48"	"sceneChange: 72 => 0124"	""	""	""
"0088"	"code"	"08B4"	"0900"	"30 07"	"skipNextOnBitCheck, bit 7 is clear on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"0902"	"60 09"	"skipCodes: 9 => 0916"	""	""	""
"0088"	"code"	"08B4"	"0904"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0088"	"code"	"08B4"	"0906"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0088"	"text"	"08B4"	"0908"	""	""	"124"	"まだ終わっとらん。もう少し待て。[1F]"	""
"0088"	"code"	"08B4"	"090A"	"40 30"	"skipNextOnEqualOrHigher, var 48 compared with 0"	""	""	""
"0088"	"text"	"08B4"	"090C"	""	""	"125"	"
せっかちじゃのう。
そんな事では大成せんぞ。[1F]"	""
"0088"	"code"	"08B4"	"090E"	"91 30"	"addVar, var 48 += 1"	""	""	""
"0088"	"code"	"08B4"	"0910"	"42 30"	"skipNextOnEqualOrHigher, var 48 compared with 2"	""	""	""
"0088"	"code"	"08B4"	"0912"	"88 07"	"bitOps, set bit 7 on var 0x00"	""	""	""
"0088"	"code"	"08B4"	"0914"	"0F 00"	"exit"	""	""	""
"0088"	"code"	"08B4"	"0916"	"30 08"	"skipNextOnBitCheck, bit 0 is clear on var 0x01"	""	""	""
"0088"	"code"	"08B4"	"0918"	"60 01"	"skipCodes: 1 => 091C"	""	""	""
"0088"	"code"	"08B4"	"091A"	"20 49"	"sceneChange: 73 => 0128"	""	""	""
"0088"	"code"	"08B4"	"091C"	"30 47"	"skipNextOnBitCheck, bit 7 is clear on var 0x08"	""	""	""
"0088"	"code"	"08B4"	"091E"	"60 05"	"skipCodes: 5 => 092A"	""	""	""
"0088"	"code"	"08B4"	"0920"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0088"	"code"	"08B4"	"0922"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0088"	"text"	"08B4"	"0924"	""	""	"126 127"	"何の用じゃな、もう用は無いはずじゃが？[1F]
ワシは忙しい。また来てくれ。[1F]"	""
"0088"	"code"	"08B4"	"0928"	"0F 00"	"exit"	""	""	""
"0088"	"code"	"08B4"	"092A"	"D0 0E"	"screenMode: high res, op: setPortrait = UpgradeShop"	""	""	""
"0088"	"code"	"08B4"	"092C"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0088"	"text"	"08B4"	"092E"	""	""	"128 22 129 130"	"先生はバーナード星系におでかけになりました。[1F]
なんでも、どえらい人物からお呼びがかかったそうで・・・。[1F]"	""
"008C"	"code"	"0936"	"0936"	"F0 14"	"setBGM: 20"	""	""	""
"008C"	"code"	"0936"	"0938"	"D0 36"	"screenMode: high res, op: setBackground = Room"	""	""	""
"008C"	"code"	"0936"	"093A"	"30 03"	"skipNextOnBitCheck, bit 3 is clear on var 0x00"	""	""	""
"008C"	"code"	"0936"	"093C"	"60 01"	"skipCodes: 1 => 0940"	""	""	""
"008C"	"code"	"0936"	"093E"	"20 4A"	"sceneChange: 74 => 012C"	""	""	""
"008C"	"code"	"0936"	"0940"	"30 04"	"skipNextOnBitCheck, bit 4 is clear on var 0x00"	""	""	""
"008C"	"code"	"0936"	"0942"	"60 01"	"skipCodes: 1 => 0946"	""	""	""
"008C"	"code"	"0936"	"0944"	"20 4B"	"sceneChange: 75 => 0130"	""	""	""
"008C"	"code"	"0936"	"0946"	"30 08"	"skipNextOnBitCheck, bit 0 is clear on var 0x01"	""	""	""
"008C"	"code"	"0936"	"0948"	"60 0E"	"skipCodes: 14 => 0966"	""	""	""
"008C"	"code"	"0936"	"094A"	"D0 06"	"screenMode: high res, op: setPortrait = Yoko Hidari"	""	""	""
"008C"	"code"	"0936"	"094C"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"008C"	"text"	"0936"	"094E"	""	""	"131 132 133 132 134"	"まだ、おじいちゃんの所に戻ってないのね？
おじいちゃんにドヤされるわよ。
キビシイんだから。[1F]"	""
"008C"	"code"	"0936"	"0958"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"008C"	"code"	"0936"	"095A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"008C"	"text"	"0936"	"095C"	""	""	"135"	"それじゃあ、急いで戻らなくちゃな・・・。[1F]"	""
"008C"	"code"	"0936"	"095E"	"D0 06"	"screenMode: high res, op: setPortrait = Yoko Hidari"	""	""	""
"008C"	"code"	"0936"	"0960"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"008C"	"text"	"0936"	"0962"	""	""	"136"	"そうした方がいいわ。[1F]"	""
"008C"	"code"	"0936"	"0964"	"0F 00"	"exit"	""	""	""
"008C"	"code"	"0936"	"0966"	"D0 06"	"screenMode: high res, op: setPortrait = Yoko Hidari"	""	""	""
"008C"	"code"	"0936"	"0968"	"A5 25"	"textControl, speed: 5, sfx: 37"	""	""	""
"008C"	"text"	"0936"	"096A"	""	""	"132 137 52 138 132 139 140"	"おじいちゃんにスタークルーザーを改造して貰ったのね？[1F]
おじいちゃんは、口は悪いけど、ウデは超一流よ。[1F]"	""
"0090"	"code"	"0978"	"0978"	"D0 35"	"screenMode: high res, op: setBackground = Gravity Catapult"	""	""	""
"0090"	"code"	"0978"	"097A"	"30 10"	"skipNextOnBitCheck, bit 0 is clear on var 0x02"	""	""	""
"0090"	"code"	"0978"	"097C"	"60 08"	"skipCodes: 8 => 098E"	""	""	""
"0090"	"code"	"0978"	"097E"	"D0 11"	"screenMode: high res, op: setPortrait = Man_1"	""	""	""
"0090"	"code"	"0978"	"0980"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0090"	"text"	"0978"	"0982"	""	""	"141 76 142 143 144"	"この裏手にある建物は、「太陽風」と名乗る
ＶＯＩＤの配下のアジトだ。[1F]"	""
"0090"	"code"	"0978"	"098C"	"88 10"	"bitOps, set bit 0 on var 0x02"	""	""	""
"0090"	"code"	"0978"	"098E"	"30 0A"	"skipNextOnBitCheck, bit 2 is clear on var 0x01"	""	""	""
"0090"	"code"	"0978"	"0990"	"60 05"	"skipCodes: 5 => 099C"	""	""	""
"0090"	"code"	"0978"	"0992"	"D0 11"	"screenMode: high res, op: setPortrait = Man_1"	""	""	""
"0090"	"code"	"0978"	"0994"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0090"	"text"	"0978"	"0996"	""	""	"76 145"	"太陽風一味を地球から一掃してくれ。[1F]"	""
"0090"	"code"	"0978"	"099A"	"0F 00"	"exit"	""	""	""
"0090"	"code"	"0978"	"099C"	"D0 11"	"screenMode: high res, op: setPortrait = Man_1"	""	""	""
"0090"	"code"	"0978"	"099E"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0090"	"text"	"0978"	"09A0"	""	""	"146 76 147"	"ありがとう。
君が太陽風のアジトを壊滅してくれたおかげで、この地球も住みやすくなるよ。[1F]"	""
"0094"	"code"	"09A6"	"09A6"	"D0 63"	"screenMode: low res"	""	""	""
"0094"	"code"	"09A6"	"09A8"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"0094"	"text"	"09A6"	"09AA"	""	""	"2 42 24 43 44 45"	"Ｃｏｍ：ダニエル・ギブスン様から通信が入っています。[1F]
スクリーンに表示します。[1F]"	""
"0094"	"code"	"09A6"	"09B6"	"F0 08"	"setBGM: 8"	""	""	""
"0094"	"code"	"09A6"	"09B8"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0094"	"code"	"09A6"	"09BA"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0094"	"text"	"09A6"	"09BC"	""	""	"24 148 76 149 150 151 152"	"ギブスンだ。ドジって太陽風一味につかまった。
地球に捕らえられている。[1F]と、思う。
とにかく、誰か助けてくれ。[1F]"	""
"0094"	"code"	"09A6"	"09CA"	"88 09"	"bitOps, set bit 1 on var 0x01"	""	""	""
"0098"	"code"	"09CC"	"09CC"	"D0 63"	"screenMode: low res"	""	""	""
"0098"	"code"	"09CC"	"09CE"	"F0 08"	"setBGM: 8"	""	""	""
"0098"	"code"	"09CC"	"09D0"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"09D2"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"09D4"	""	""	"153 46 154"	"おお、ブライアン、助かったよ。[1F]"	""
"0098"	"code"	"09CC"	"09DA"	"8A 7A"	"bitOps, set bit 2 on var 0x4F"	""	""	""
"0098"	"code"	"09CC"	"09DC"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"09DE"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"09E0"	""	""	"151 155"	"助けてくれた礼と言ってはなんだが、いい事を教えてやろう。[1F]"	""
"0098"	"code"	"09CC"	"09E4"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"09E6"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"09E8"	""	""	"156 151 157"	"前に俺を助けてくれたろう？
それで貸し借りなしだ。[1F]"	""
"0098"	"code"	"09CC"	"09EE"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"09F0"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"09F2"	""	""	"158"	"それじゃあ俺の気が済まない。[1F]"	""
"0098"	"code"	"09CC"	"09F4"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"09F6"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"09F8"	""	""	"159"	"どうせロクなもんじゃないんだろ？[1F]"	""
"0098"	"code"	"09CC"	"09FA"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"09FC"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"09FE"	""	""	"160"	"とにかく、"	""
"0098"	"code"	"09CC"	"0A00"	"30 08"	"skipNextOnBitCheck, bit 0 is clear on var 0x01"	""	""	""
"0098"	"code"	"09CC"	"0A02"	"60 02"	"skipCodes: 2 => 0A08"	""	""	""
"0098"	"text"	"09CC"	"0A04"	""	""	"161 162"	"改造を済ませたら"	""
"0098"	"code"	"09CC"	"0A08"	"88 0A"	"bitOps, set bit 2 on var 0x01"	""	""	""
"0098"	"text"	"09CC"	"0A0A"	""	""	"163 69 164 165 166"	"急いで金星へ行け。
マサシ・クラークという人物が待っている。[1F]"	""
"0098"	"code"	"09CC"	"0A14"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"0A16"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"0A18"	""	""	"167"	"そいつが何の用だ？[1F]"	""
"0098"	"code"	"09CC"	"0A1A"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"0A1C"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"0A1E"	""	""	"8 168 169 170"	"ソル星系でギルドを作ろうとしている。[1F]"	""
"0098"	"code"	"09CC"	"0A26"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"0A28"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"0A2A"	""	""	"171 169 172"	"俺はギルドに興味はない。[1F]"	""
"0098"	"code"	"09CC"	"0A30"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"0A32"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"0A34"	""	""	"173"	"立ち上げにあたってハデめに宣伝しておく必要があるだろう？[1F]"	""
"0098"	"code"	"09CC"	"0A36"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"0A38"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"0A3A"	""	""	"174"	"それで腕のたつ奴を探してるってわけか。[1F]"	""
"0098"	"code"	"09CC"	"0A3C"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"0A3E"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"0A40"	""	""	"175"	"そうだ。お前なら安心して紹介できる。[1F]"	""
"0098"	"code"	"09CC"	"0A42"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"0A44"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"0A46"	""	""	"176"	"悪い話じゃなさそうだな。[1F]"	""
"0098"	"code"	"09CC"	"0A48"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"0A4A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"0A4C"	""	""	"177"	"引き受けて貰えるな？[1F]"	""
"0098"	"code"	"09CC"	"0A4E"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"0A50"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"0A52"	""	""	"178 24 179"	"いいだろう。
ところで、ギブスン、お前は？[1F]"	""
"0098"	"code"	"09CC"	"0A58"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"0098"	"code"	"09CC"	"0A5A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0098"	"text"	"09CC"	"0A5C"	""	""	"180"	"俺は他に仕事があるんでな。
彼によろしくいっといてくれ。[1F]"	""
"0098"	"code"	"09CC"	"0A5E"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0098"	"code"	"09CC"	"0A60"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0098"	"text"	"09CC"	"0A62"	""	""	"181"	"ああ、それじゃあな。[1F]"	""
"0098"	"code"	"09CC"	"0A64"	"88 0B"	"bitOps, set bit 3 on var 0x01"	""	""	""
"009C"	"code"	"0A66"	"0A66"	"D0 63"	"screenMode: low res"	""	""	""
"009C"	"code"	"0A66"	"0A68"	"30 09"	"skipNextOnBitCheck, bit 1 is clear on var 0x01"	""	""	""
"009C"	"code"	"0A66"	"0A6A"	"60 05"	"skipCodes: 5 => 0A76"	""	""	""
"009C"	"code"	"0A66"	"0A6C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"009C"	"text"	"0A66"	"0A6E"	""	""	"182 29 183"	"どこかで見た事のあるスターシップだな。[1F]"	""
"009C"	"code"	"0A66"	"0A74"	"0F 00"	"exit"	""	""	""
"009C"	"code"	"0A66"	"0A76"	"30 0A"	"skipNextOnBitCheck, bit 2 is clear on var 0x01"	""	""	""
"009C"	"code"	"0A66"	"0A78"	"60 0A"	"skipCodes: 10 => 0A8E"	""	""	""
"009C"	"code"	"0A66"	"0A7A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"009C"	"text"	"0A66"	"0A7C"	""	""	"184 24 185 29 186 24 187 188"	"これは、ギブスンのスターシップだ。[1F]
ギブスンは通信で助けを求めていたな。[1F]
早く助けにいかなくては・・・。[1F]"	""
"009C"	"code"	"0A66"	"0A8C"	"0F 00"	"exit"	""	""	""
"009C"	"code"	"0A66"	"0A8E"	"30 08"	"skipNextOnBitCheck, bit 0 is clear on var 0x01"	""	""	""
"009C"	"code"	"0A66"	"0A90"	"60 08"	"skipCodes: 8 => 0AA2"	""	""	""
"009C"	"code"	"0A66"	"0A92"	"F0 08"	"setBGM: 8"	""	""	""
"009C"	"code"	"0A66"	"0A94"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"009C"	"code"	"0A66"	"0A96"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"009C"	"text"	"0A66"	"0A98"	""	""	"118 189 161 190"	"モタモタしてないで、早く改造を済ませて金星へいけよ。[1F]"	""
"009C"	"code"	"0A66"	"0AA0"	"0F 00"	"exit"	""	""	""
"009C"	"code"	"0A66"	"0AA2"	"F0 08"	"setBGM: 8"	""	""	""
"009C"	"code"	"0A66"	"0AA4"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"009C"	"code"	"0A66"	"0AA6"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"009C"	"text"	"0A66"	"0AA8"	""	""	"191"	"何してるんだ。急いで金星に行けよ。[1F]"	""
"009C"	"code"	"0A66"	"0AAA"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"009C"	"code"	"0A66"	"0AAC"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"009C"	"text"	"0A66"	"0AAE"	""	""	"192"	"ああ、わかったよ、じゃあな。[1F]"	""
"00A0"	"code"	"0AB0"	"0AB0"	"F0 08"	"setBGM: 8"	""	""	""
"00A0"	"code"	"0AB0"	"0AB2"	"D0 63"	"screenMode: low res"	""	""	""
"00A0"	"code"	"0AB0"	"0AB4"	"30 0B"	"skipNextOnBitCheck, bit 3 is clear on var 0x01"	""	""	""
"00A0"	"code"	"0AB0"	"0AB6"	"60 0C"	"skipCodes: 12 => 0AD0"	""	""	""
"00A0"	"code"	"0AB0"	"0AB8"	"D0 0A"	"screenMode: high res, op: setPortrait = David Gede"	""	""	""
"00A0"	"code"	"0AB0"	"0ABA"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"00A0"	"text"	"0AB0"	"0ABC"	""	""	"8 185 193 194"	"ソル星系のハンター同士、協力しあって組織をつくるべきだと思いませんか？[1F]"	""
"00A0"	"code"	"0AB0"	"0AC4"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"00A0"	"code"	"0AB0"	"0AC6"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
